validation_mode,level,model,model_label,strategy_rule,threshold_rule,low_volume_selected_share,MAE,RMSE,WAPE,WAPE_pct,actual_sum,prediction_sum,abs_error_sum,bias,bias_pct_of_actual,n,WAPE_pct_point_change_vs_current,WAPE_pct_point_change_vs_q1,WAPE_pct_point_change_vs_ridge
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_q1_exp_smoothing,零销量比例 >=0.6-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.8066199440192203,3.727208288780237,0.7596299626304882,75.96299626304882,5061.0,4926.134807750043,3844.4872408729007,-134.86519224995664,-0.02664793365934729,2128,0.11038194721348304,-0.3831444124297292,-0.7208642695187422
strict_recursive_7day,store_product,hybrid_current_calibrated_to_q1_overall,当前混合策略校准到问题一总量预测,以后处理方式将当前混合策略在日期-总量层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一总量聚合预测后处理校准,0.39473684210526316,1.8111414728999589,3.7831411572317895,0.7615311310672026,76.15311310672026,5061.0,4732.861663534109,3854.1090543311125,-328.13833646589137,-0.06483666004068195,2128,0.30049879088491593,-0.1930275687582963,-0.5307474258473093
strict_recursive_7day,store_product,hybrid_current_rule_q1_hierarchy_blend,当前低销量规则-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.8134644781130733,3.7098594197242605,0.7625078856796326,76.25078856796326,5061.0,4973.956035672734,3859.0524094246202,-87.04396432726571,-0.01719896548651763,2128,0.3981742521279159,-0.09535210751529632,-0.4330719646043093
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_q1_exp_smoothing,历史均值 <0.2-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.8135749403594048,3.7083607212088876,0.7625543317693763,76.25543317693763,5061.0,4987.946372817154,3859.2874730848134,-73.05362718284596,-0.014434623035535657,2128,0.4028188611022898,-0.09070749854092242,-0.4284273556299354
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_q1_hierarchy_blend,历史均值 <0.3 或零销量比例 >=0.75-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.8144979077592904,3.7105777088679672,0.7629424121145564,76.29424121145564,5061.0,4979.395172552504,3861.25154771177,-81.60482744749606,-0.01612424964384431,2128,0.44162689562030266,-0.05189946402290957,-0.38961932111192255
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_q1_hierarchy_blend,零销量比例 >=0.75-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.8144979077592904,3.7105777088679672,0.7629424121145564,76.29424121145564,5061.0,4979.395172552504,3861.25154771177,-81.60482744749606,-0.01612424964384431,2128,0.44162689562030266,-0.05189946402290957,-0.38961932111192255
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_q1_exp_smoothing,历史均值 <0.3-低销量用指数平滑,低销量序列使用问题一门店-商品指数平滑，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.815597292309725,3.7084678323978317,0.7634046706253892,76.34046706253892,5061.0,4987.332277908508,3863.5910380350947,-73.66772209149167,-0.014555961685732399,2128,0.4878527467035809,-0.005673612939631312,-0.3433934700286443
strict_recursive_7day,store_product,q1_store_product_exp_smoothing,问题一简单指数平滑,所有门店-商品序列均使用问题一指数平滑,不适用,0.0,1.815732227249046,3.772464167389725,0.7634614067547855,76.34614067547855,5061.0,4732.861663534108,3863.8781795859695,-328.1383364658923,-0.06483666004068213,2128,0.49352635964321223,0.0,-0.337719857089013
strict_recursive_7day,store_product,hybrid_current_calibrated_to_q1_product,当前混合策略校准到问题一商品预测,以后处理方式将当前混合策略在日期-商品层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一商品聚合预测后处理校准,0.39473684210526316,1.815860506621453,3.7747053024877917,0.7635153444162126,76.35153444162125,5061.0,4725.982581500255,3864.151158090452,-335.01741849974496,-0.06619589379564216,2128,0.49892012578591505,0.005393766142702816,-0.33232609094631016
strict_recursive_7day,store_product,hybrid_current_calibrated_to_q1_category,当前混合策略校准到问题一类别预测,以后处理方式将当前混合策略在日期-类别层面的预测总量按比例缩放到问题一指数平滑聚合预测；比例只使用两套模型预测值，不使用验证窗口真实销量,问题一类别聚合预测后处理校准,0.39473684210526316,1.8183198108296543,3.7747087316111068,0.7645494087029252,76.45494087029252,5061.0,4731.183801654771,3869.3845574455045,-329.81619834522917,-0.06516818777815238,2128,0.6023265544571785,0.1088001948139663,-0.22891966227504668
strict_recursive_7day,store_product,ridge_full_external,完整综合Ridge,所有门店-商品序列均使用完整综合 Ridge,不适用,0.0,1.8237641830607354,3.702480935647709,0.7668386053256757,76.68386053256756,5061.0,5018.373403211319,3880.970181553245,-42.62659678868113,-0.008422564076008917,2128,0.8312462167322252,0.337719857089013,0.0
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_q1_hierarchy_blend,历史均值 <0.2-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.825556674660243,3.704535366469296,0.7675922947395766,76.75922947395766,5061.0,5031.874006491154,3884.784603676997,-29.125993508845568,-0.0057549878499991245,2128,0.906615158122321,0.41308879847910873,0.07536894139009576
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_q1_hierarchy_blend,历史均值 <0.3-低销量指数平滑+层级收缩,低销量序列使用 70% 指数平滑 + 30% 层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.8264482462720006,3.703337765056657,0.7679671740894719,76.79671740894719,5061.0,5033.082010775203,3886.6818680668175,-27.917989224796656,-0.00551629899719357,2128,0.944103093111849,0.4505767334686368,0.11285687637962383
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_hierarchy_shrink,零销量比例 >=0.6-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.8490052300669384,3.746878477899814,0.7774517149935675,77.74517149935674,5061.0,4782.567101932959,3934.683129582445,-278.4328980670407,-0.05501539183304499,2128,1.8925571835214043,1.399030823878192,1.0613109667891791
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_hierarchy_shrink,历史均值 <0.2-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.860450809739776,3.7051485842723744,0.7822642408864342,78.22642408864343,5061.0,5134.371818397154,3959.0393231262433,73.37181839715413,0.014497494249585878,2128,2.3738097728080874,1.8802834131648751,1.5425635560758622
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_hierarchy_shrink,历史均值 <0.3-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.861166399903389,3.7046998585885484,0.7825651252705813,78.25651252705813,5061.0,5139.831387464157,3960.562098994412,78.83138746415716,0.015576247276063458,2128,2.4038982112227956,1.9103718515795833,1.5726519944905704
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_hierarchy_shrink,历史均值 <0.3 或零销量比例 >=0.75-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.8679101413200783,3.726591932151082,0.7854006679962708,78.54006679962708,5061.0,5060.252415397824,3974.9127807291266,-0.7475846021761754,-0.00014771479987673886,2128,2.687452483791745,2.1939261241485326,1.8562062670595196
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_hierarchy_shrink,零销量比例 >=0.75-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.8679101413200783,3.726591932151082,0.7854006679962708,78.54006679962708,5061.0,5060.252415397824,3974.9127807291266,-0.7475846021761754,-0.00014771479987673886,2128,2.687452483791745,2.1939261241485326,1.8562062670595196
strict_recursive_7day,store_product,hybrid_current_rule_hierarchy_shrink,当前低销量规则-低销量用层级收缩均值,低销量序列使用近28日、商品均值、类别均值的层级收缩目标，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.8695419674970217,3.7261501389865583,0.7860868023777242,78.60868023777242,5061.0,5053.848797745325,3978.385306833662,-7.1512022546748995,-0.0014130018286257458,2128,2.756065921937079,2.262539562293867,1.924819705204854
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_product_mean,历史均值 <0.2-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.9275542627704747,3.74340132921904,0.8104792474166311,81.04792474166311,5061.0,5299.123297528637,4101.83547117557,238.1232975286366,0.04705064167726469,2128,5.1953104258277705,4.701784066184558,4.364064209095545
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_product_mean,历史均值 <0.3-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.9302603299509589,3.7498958717117237,0.8116170681951473,81.16170681951473,5061.0,5308.099470909441,4107.5939821356405,247.09947090944115,0.04882423847252344,2128,5.309092503679395,4.8155661440361825,4.47784628694717
strict_recursive_7day,store_product,hybrid_avg_lt_0_2_category_mean,历史均值 <0.2-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.2,0.22039473684210525,1.9389523463505953,3.744867665782401,0.8152718026149115,81.52718026149115,5061.0,5338.617281810559,4126.090593034067,277.6172818105588,0.05485423469878656,2128,5.674565945655814,5.181039586012602,4.843319728923589
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_category_mean,历史均值 <0.3-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3,0.27631578947368424,1.9455055496621687,3.75188865777665,0.8180272297334706,81.80272297334706,5061.0,5358.079420791817,4140.035809681095,297.07942079181703,0.05869974724201087,2128,5.95010865751172,5.456582297868508,5.118862440779495
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_product_mean,零销量比例 >=0.6-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.9539399311973717,3.8515761764161316,0.8215736363540816,82.15736363540816,5061.0,4806.536771686824,4157.984173588007,-254.46322831317593,-0.05027923894747598,2128,6.304749319572821,5.811222959929609,5.473503102840596
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_product_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.9679478438450917,3.8025436367990486,0.8274635470662627,82.74635470662626,5061.0,5259.36478611843,4187.793011702355,198.36478611842995,0.03919478089674569,2128,6.893740390790924,6.400214031147712,6.062494174058699
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_product_mean,零销量比例 >=0.75-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.9679478438450917,3.8025436367990486,0.8274635470662627,82.74635470662626,5061.0,5259.36478611843,4187.793011702355,198.36478611842995,0.03919478089674569,2128,6.893740390790924,6.400214031147712,6.062494174058699
strict_recursive_7day,store_product,hybrid_current_rule_product_mean,当前低销量规则-低销量用商品均值,低销量序列使用窗口开始日前同商品历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.9698242869896776,3.8024855385120673,0.8282525356083845,82.82525356083845,5061.0,5245.194475951385,4191.786082714034,184.19447595138536,0.03639487768254996,2128,6.9726392450031085,6.479112885359896,6.141393028270883
strict_recursive_7day,store_product,hybrid_zero_ge_0_6_category_mean,零销量比例 >=0.6-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,零销量比例 >=0.6,0.569078947368421,1.9743139635051594,3.8535457643412574,0.8301403110727088,83.01403110727088,5061.0,4867.03788224281,4201.340114338979,-193.96211775718984,-0.038324860256310975,2128,7.161416791435542,6.66789043179233,6.330170574703317
strict_recursive_7day,store_product,hybrid_avg_lt_0_3_or_zero_ge_0_75_category_mean,历史均值 <0.3 或零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,历史均值 <0.3 或零销量比例 >=0.75,0.35855263157894735,1.9829624080291006,3.8014439405191798,0.833776724814449,83.3776724814449,5061.0,5310.342057613372,4219.744004285926,249.34205761337216,0.04926734985445014,2128,7.525058165609565,7.0315318059663525,6.6938119488773395
strict_recursive_7day,store_product,hybrid_zero_ge_0_75_category_mean,零销量比例 >=0.75-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,零销量比例 >=0.75,0.35855263157894735,1.9829624080291006,3.8014439405191798,0.833776724814449,83.3776724814449,5061.0,5310.342057613372,4219.744004285926,249.34205761337216,0.04926734985445014,2128,7.525058165609565,7.0315318059663525,6.6938119488773395
strict_recursive_7day,store_product,hybrid_current_rule_category_mean,当前低销量规则-低销量用类别均值,低销量序列使用窗口开始日前同类别历史均值，常规序列使用完整 Ridge,当前低销量规则,0.39473684210526316,1.9877609079945509,3.801588344575614,0.8357943513559384,83.57943513559384,5061.0,5306.738103504835,4229.955212212404,245.73810350483473,0.04855524669133269,2128,7.726820819758501,7.233294460115289,6.895574603026276
