date,weather,max_temperature,min_temperature,avg_temperature,temperature_range,wind_power,is_holiday,is_weekend,is_activity_day,weekday,month,daily_total_sales
2020-04-01,多云,16.0,6.0,11.0,10.0,5.0,0.0,0,0.0,3,4,32
2020-04-02,多云,18.0,10.0,14.0,8.0,5.0,0.0,0,0.0,4,4,27
2020-04-03,阴,17.0,8.0,12.5,9.0,4.0,0.0,0,0.0,5,4,30
2020-04-04,多云,18.0,9.0,13.5,9.0,5.0,1.0,1,0.0,6,4,21
2020-04-05,阴,13.0,7.0,10.0,6.0,5.0,1.0,1,0.0,7,4,35
2020-04-06,阴,16.0,6.0,11.0,10.0,2.0,1.0,0,0.0,1,4,35
2020-04-07,多云,18.0,6.0,12.0,12.0,4.0,0.0,0,0.0,2,4,17
2020-04-08,晴,22.0,9.0,15.5,13.0,4.0,0.0,0,1.0,3,4,90
2020-04-09,晴,22.0,11.0,16.5,11.0,5.0,0.0,0,0.0,4,4,38
2020-04-10,多云,24.0,14.0,19.0,10.0,5.0,0.0,0,0.0,5,4,14
2020-04-11,中雨,18.0,8.0,13.0,10.0,6.0,0.0,1,0.0,6,4,15
2020-04-12,晴,17.0,9.0,13.0,8.0,8.0,0.0,1,0.0,7,4,45
2020-04-13,晴,19.0,6.0,12.5,13.0,6.0,0.0,0,0.0,1,4,29
2020-04-14,阴,21.0,14.0,17.5,7.0,4.0,0.0,0,0.0,2,4,28
2020-04-15,多云,23.0,12.0,17.5,11.0,4.0,0.0,0,0.0,3,4,15
2020-04-16,多云,27.0,17.0,22.0,10.0,7.0,0.0,0,0.0,4,4,17
2020-04-17,雷阵雨,28.0,16.0,22.0,12.0,6.0,0.0,0,0.0,5,4,30
2020-04-18,阴,22.0,15.0,18.5,7.0,5.0,0.0,1,0.0,6,4,72
2020-04-19,小雨,22.0,12.0,17.0,10.0,6.0,0.0,1,0.0,7,4,20
2020-04-20,多云,22.0,13.0,17.5,9.0,4.0,0.0,0,0.0,1,4,25
2020-04-21,小雨,16.0,11.0,13.5,5.0,5.0,0.0,0,0.0,2,4,18
2020-04-22,阴,18.0,11.0,14.5,7.0,4.0,0.0,0,0.0,3,4,23
2020-04-23,多云,19.0,9.0,14.0,10.0,4.0,0.0,0,0.0,4,4,19
2020-04-24,多云,23.0,11.0,17.0,12.0,4.0,0.0,0,0.0,5,4,27
2020-04-25,阴,24.0,13.0,18.5,11.0,4.0,0.0,1,0.0,6,4,21
2020-04-26,阴,26.0,12.0,19.0,14.0,4.0,0.0,1,0.0,7,4,21
2020-04-27,小雨,21.0,10.0,15.5,11.0,6.0,0.0,0,0.0,1,4,25
2020-04-28,晴,21.0,11.0,16.0,10.0,5.0,0.0,0,0.0,2,4,29
2020-04-29,晴,27.0,17.0,22.0,10.0,5.0,0.0,0,0.0,3,4,65
2020-04-30,多云,32.0,21.0,26.5,11.0,5.0,0.0,0,0.0,4,4,95
2020-05-01,阴,27.0,21.0,24.0,6.0,5.0,1.0,0,0.0,5,5,123
2020-05-02,小雨,30.0,21.0,25.5,9.0,5.0,1.0,1,0.0,6,5,63
2020-05-03,晴,35.0,21.0,28.0,14.0,4.0,1.0,1,0.0,7,5,60
2020-05-04,晴,35.0,21.0,28.0,14.0,5.0,1.0,0,0.0,1,5,43
2020-05-05,雷阵雨,27.0,20.0,23.5,7.0,4.0,1.0,0,0.0,2,5,39
2020-05-06,阴,24.0,17.0,20.5,7.0,5.0,0.0,0,0.0,3,5,23
2020-05-07,多云,27.0,20.0,23.5,7.0,5.0,0.0,0,0.0,4,5,36
2020-05-08,阴,28.0,21.0,24.5,7.0,5.0,0.0,0,1.0,5,5,80
2020-05-09,小雨,27.0,19.0,23.0,8.0,4.0,0.0,1,0.0,6,5,29
2020-05-10,小雨,21.0,16.0,18.5,5.0,4.0,0.0,1,0.0,7,5,53
2020-05-11,多云,26.0,17.0,21.5,9.0,4.0,0.0,0,0.0,1,5,42
2020-05-12,多云,28.0,16.0,22.0,12.0,4.0,0.0,0,0.0,2,5,29
2020-05-13,多云,27.0,17.0,22.0,10.0,5.0,0.0,0,0.0,3,5,33
2020-05-14,阴,28.0,22.0,25.0,6.0,4.0,0.0,0,0.0,4,5,46
2020-05-15,雷阵雨,31.0,22.0,26.5,9.0,2.0,0.0,0,0.0,5,5,31
2020-05-16,雷阵雨,29.0,21.0,25.0,8.0,2.0,0.0,1,0.0,6,5,54
2020-05-17,中雨,30.0,22.0,26.0,8.0,4.0,0.0,1,0.0,7,5,60
2020-05-18,阴,32.0,15.0,23.5,17.0,6.0,0.0,0,0.0,1,5,49
2020-05-19,晴,28.0,16.0,22.0,12.0,2.0,0.0,0,0.0,2,5,31
2020-05-20,多云,30.0,20.0,25.0,10.0,5.0,0.0,0,0.0,3,5,51
2020-05-21,小雨,26.0,20.0,23.0,6.0,5.0,0.0,0,0.0,4,5,26
2020-05-22,小雨,23.0,17.0,20.0,6.0,4.0,0.0,0,0.0,5,5,40
2020-05-23,多云,27.0,20.0,23.5,7.0,5.0,0.0,1,0.0,6,5,44
2020-05-24,晴,32.0,20.0,26.0,12.0,4.0,0.0,1,0.0,7,5,29
2020-05-25,小雨,27.0,21.0,24.0,6.0,4.0,0.0,0,0.0,1,5,39
2020-05-26,小到中雨,23.0,18.0,20.5,5.0,5.0,0.0,0,0.0,2,5,41
2020-05-27,多云,27.0,18.0,22.5,9.0,4.0,0.0,0,0.0,3,5,46
2020-05-28,阴,32.0,21.0,26.5,11.0,4.0,0.0,0,0.0,4,5,55
2020-05-29,小雨,26.0,20.0,23.0,6.0,4.0,0.0,0,0.0,5,5,35
2020-05-30,中到大雨,22.0,20.0,21.0,2.0,4.0,0.0,1,0.0,6,5,66
2020-05-31,阴,29.0,20.0,24.5,9.0,5.0,0.0,1,0.0,7,5,85
2020-06-01,小雨,27.0,19.0,23.0,8.0,5.0,0.0,0,0.0,1,6,96
2020-06-02,小到中雨,29.0,21.0,25.0,8.0,2.0,0.0,0,0.0,2,6,48
2020-06-03,大雨,28.0,23.0,25.5,5.0,5.0,0.0,0,0.0,3,6,40
2020-06-04,小到中雨,27.0,22.0,24.5,5.0,2.0,0.0,0,0.0,4,6,62
2020-06-05,中雨,27.0,22.0,24.5,5.0,4.0,0.0,0,0.0,5,6,41
2020-06-06,小雨,25.0,21.0,23.0,4.0,6.0,0.0,1,0.0,6,6,46
2020-06-07,阴,27.0,22.0,24.5,5.0,5.0,0.0,1,0.0,7,6,66
2020-06-08,小雨,27.0,23.0,25.0,4.0,5.0,0.0,0,1.0,1,6,149
2020-06-09,小雨,30.0,23.0,26.5,7.0,4.0,0.0,0,0.0,2,6,46
2020-06-10,小雨,31.0,24.0,27.5,7.0,2.0,0.0,0,0.0,3,6,34
2020-06-11,小雨,31.0,25.0,28.0,6.0,4.0,0.0,0,0.0,4,6,35
2020-06-12,雷阵雨,35.0,26.0,30.5,9.0,4.0,0.0,0,0.0,5,6,71
2020-06-13,阴,35.0,26.0,30.5,9.0,4.0,0.0,1,0.0,6,6,81
2020-06-14,小雨,37.0,26.0,31.5,11.0,4.0,0.0,1,0.0,7,6,58
2020-06-15,雷阵雨,31.0,26.0,28.5,5.0,4.0,0.0,0,0.0,1,6,43
2020-06-16,雷阵雨,31.0,25.0,28.0,6.0,5.0,0.0,0,0.0,2,6,38
2020-06-17,多云,37.0,27.0,32.0,10.0,4.0,0.0,0,0.0,3,6,112
2020-06-18,小雨,36.0,22.0,29.0,14.0,6.0,0.0,0,0.0,4,6,59
2020-06-19,大雨,23.0,21.0,22.0,2.0,2.0,0.0,0,0.0,5,6,23
2020-06-20,中雨,22.0,21.0,21.5,1.0,2.0,0.0,1,0.0,6,6,45
2020-06-21,中到大雨,24.0,22.0,23.0,2.0,4.0,0.0,1,0.0,7,6,51
2020-06-22,中雨,26.0,23.0,24.5,3.0,4.0,0.0,0,0.0,1,6,59
2020-06-23,阴,32.0,26.0,29.0,6.0,5.0,0.0,0,0.0,2,6,52
2020-06-24,小到中雨,29.0,24.0,26.5,5.0,4.0,0.0,0,0.0,3,6,41
2020-06-25,中雨,27.0,24.0,25.5,3.0,4.0,1.0,0,0.0,4,6,61
2020-06-26,雷阵雨,32.0,26.0,29.0,6.0,2.0,1.0,0,0.0,5,6,48
2020-06-27,中到大雨,31.0,24.0,27.5,7.0,5.0,1.0,1,0.0,6,6,59
2020-06-28,阴,34.0,26.0,30.0,8.0,4.0,0.0,1,0.0,7,6,49
2020-06-29,小到中雨,31.0,24.0,27.5,7.0,7.0,0.0,0,0.0,1,6,46
2020-06-30,小雨,27.0,21.0,24.0,6.0,2.0,0.0,0,0.0,2,6,37
2020-07-01,阴,30.0,23.0,26.5,7.0,4.0,0.0,0,0.0,3,7,181
2020-07-02,中雨,27.0,24.0,25.5,3.0,5.0,0.0,0,0.0,4,7,170
2020-07-03,小到中雨,27.0,23.0,25.0,4.0,2.0,0.0,0,0.0,5,7,150
2020-07-04,小到中雨,27.0,23.0,25.0,4.0,5.0,0.0,1,0.0,6,7,140
2020-07-05,雷阵雨,30.0,25.0,27.5,5.0,5.0,0.0,1,0.0,7,7,145
2020-07-06,雷阵雨,31.0,25.0,28.0,6.0,4.0,0.0,0,0.0,1,7,68
2020-07-07,中雨,29.0,25.0,27.0,4.0,5.0,0.0,0,0.0,2,7,81
2020-07-08,中雨,28.0,25.0,26.5,3.0,4.0,0.0,0,1.0,3,7,148
2020-07-09,小到中雨,30.0,25.0,27.5,5.0,4.0,0.0,0,0.0,4,7,99
2020-07-10,中雨,30.0,25.0,27.5,5.0,4.0,0.0,0,0.0,5,7,77
2020-07-11,阴,32.0,26.0,29.0,6.0,2.0,0.0,1,0.0,6,7,117
2020-07-12,多云,37.0,26.0,31.5,11.0,5.0,0.0,1,0.0,7,7,93
2020-07-13,小雨,33.0,24.0,28.5,9.0,4.0,0.0,0,0.0,1,7,78
2020-07-14,小雨,29.0,23.0,26.0,6.0,4.0,0.0,0,0.0,2,7,80
2020-07-15,小到中雨,26.0,22.0,24.0,4.0,4.0,0.0,0,0.0,3,7,73
2020-07-16,小雨,26.0,23.0,24.5,3.0,4.0,0.0,0,0.0,4,7,118
2020-07-17,雷阵雨,31.0,25.0,28.0,6.0,4.0,0.0,0,0.0,5,7,93
2020-07-18,多云,36.0,26.0,31.0,10.0,4.0,0.0,1,0.0,6,7,123
2020-07-19,阴,37.0,26.0,31.5,11.0,5.0,0.0,1,0.0,7,7,169
2020-07-20,小雨,31.0,26.0,28.5,5.0,4.0,0.0,0,0.0,1,7,120
2020-07-21,雷阵雨,34.0,25.0,29.5,9.0,2.0,0.0,0,0.0,2,7,78
2020-07-22,多云,36.0,26.0,31.0,10.0,4.0,0.0,0,0.0,3,7,116
2020-07-23,多云,37.0,26.0,31.5,11.0,7.0,0.0,0,0.0,4,7,79
2020-07-24,小雨,29.0,22.0,25.5,7.0,5.0,0.0,0,0.0,5,7,72
2020-07-25,小雨,30.0,24.0,27.0,6.0,2.0,0.0,1,0.0,6,7,98
2020-07-26,小雨,29.0,25.0,27.0,4.0,4.0,0.0,1,0.0,7,7,81
2020-07-27,雷阵雨,34.0,26.0,30.0,8.0,4.0,0.0,0,0.0,1,7,86
2020-07-28,小雨,34.0,26.0,30.0,8.0,5.0,0.0,0,0.0,2,7,85
2020-07-29,雷阵雨,35.0,26.0,30.5,9.0,5.0,0.0,0,0.0,3,7,56
2020-07-30,多云,34.0,27.0,30.5,7.0,6.0,0.0,0,0.0,4,7,114
2020-07-31,多云,34.0,27.0,30.5,7.0,6.0,0.0,0,0.0,5,7,77
2020-08-01,多云,35.0,27.0,31.0,8.0,6.0,0.0,1,0.0,6,8,50
2020-08-02,多云,35.0,26.0,30.5,9.0,6.0,0.0,1,0.0,7,8,56
2020-08-03,小雨,33.0,27.0,30.0,6.0,6.0,0.0,0,0.0,1,8,58
2020-08-04,暴雨,30.0,26.0,28.0,4.0,9.0,0.0,0,0.0,2,8,35
2020-08-05,多云,35.0,26.0,30.5,9.0,7.0,0.0,0,0.0,3,8,50
2020-08-06,小雨,34.0,26.0,30.0,8.0,4.0,0.0,0,0.0,4,8,60
2020-08-07,雷阵雨,35.0,27.0,31.0,8.0,4.0,0.0,0,0.0,5,8,118
2020-08-08,雷阵雨,34.0,26.0,30.0,8.0,6.0,0.0,1,1.0,6,8,244
2020-08-09,多云,36.0,27.0,31.5,9.0,5.0,0.0,1,0.0,7,8,116
2020-08-10,小雨,36.0,28.0,32.0,8.0,5.0,0.0,0,0.0,1,8,50
2020-08-11,多云,36.0,27.0,31.5,9.0,6.0,0.0,0,0.0,2,8,63
2020-08-12,晴,36.0,27.0,31.5,9.0,5.0,0.0,0,0.0,3,8,65
2020-08-13,多云,38.0,26.0,32.0,12.0,4.0,0.0,0,0.0,4,8,76
2020-08-14,多云,38.0,26.0,32.0,12.0,4.0,0.0,0,0.0,5,8,122
2020-08-15,晴,37.0,26.0,31.5,11.0,5.0,0.0,1,0.0,6,8,78
2020-08-16,多云,37.0,25.0,31.0,12.0,5.0,0.0,1,0.0,7,8,119
2020-08-17,晴,36.0,26.0,31.0,10.0,4.0,0.0,0,0.0,1,8,51
2020-08-18,多云,37.0,25.0,31.0,12.0,4.0,0.0,0,0.0,2,8,66
2020-08-19,晴,36.0,25.0,30.5,11.0,4.0,0.0,0,0.0,3,8,51
2020-08-20,晴,36.0,26.0,31.0,10.0,4.0,0.0,0,0.0,4,8,102
2020-08-21,多云,33.0,26.0,29.5,7.0,4.0,0.0,0,0.0,5,8,56
2020-08-22,多云,35.0,26.0,30.5,9.0,4.0,0.0,1,0.0,6,8,82
2020-08-23,晴,34.0,25.0,29.5,9.0,4.0,0.0,1,0.0,7,8,130
2020-08-24,晴,34.0,25.0,29.5,9.0,4.0,0.0,0,0.0,1,8,61
2020-08-25,多云,36.0,26.0,31.0,10.0,5.0,0.0,0,0.0,2,8,58
2020-08-26,小雨,36.0,27.0,31.5,9.0,5.0,0.0,0,0.0,3,8,63
2020-08-27,雷阵雨,35.0,26.0,30.5,9.0,4.0,0.0,0,0.0,4,8,67
2020-08-28,中雨,29.0,24.0,26.5,5.0,5.0,0.0,0,0.0,5,8,91
2020-08-29,小雨,33.0,25.0,29.0,8.0,2.0,0.0,1,0.0,6,8,131
2020-08-30,晴,34.0,25.0,29.5,9.0,4.0,0.0,1,0.0,7,8,75
2020-08-31,多云,33.0,26.0,29.5,7.0,5.0,0.0,0,0.0,1,8,81
2020-09-01,小雨,30.0,26.0,28.0,4.0,7.0,0.0,0,0.0,2,9,80
2020-09-02,小雨,31.0,23.0,27.0,8.0,5.0,0.0,0,0.0,3,9,56
2020-09-03,晴,33.0,22.0,27.5,11.0,2.0,0.0,0,0.0,4,9,97
2020-09-04,多云,33.0,22.0,27.5,11.0,2.0,0.0,0,0.0,5,9,84
2020-09-05,晴,31.0,22.0,26.5,9.0,5.0,0.0,1,0.0,6,9,94
2020-09-06,多云,30.0,22.0,26.0,8.0,5.0,0.0,1,0.0,7,9,93
2020-09-07,晴,35.0,21.0,28.0,14.0,5.0,0.0,0,0.0,1,9,88
2020-09-08,晴,34.0,22.0,28.0,12.0,4.0,0.0,0,1.0,2,9,264
2020-09-09,多云,33.0,22.0,27.5,11.0,2.0,0.0,0,0.0,3,9,71
2020-09-10,多云,33.0,24.0,28.5,9.0,4.0,0.0,0,0.0,4,9,55
2020-09-11,中雨,27.0,21.0,24.0,6.0,4.0,0.0,0,0.0,5,9,74
2020-09-12,阴,29.0,21.0,25.0,8.0,4.0,0.0,1,0.0,6,9,84
2020-09-13,小雨,27.0,21.0,24.0,6.0,2.0,0.0,1,0.0,7,9,77
2020-09-14,小雨,26.0,22.0,24.0,4.0,2.0,0.0,0,0.0,1,9,65
2020-09-15,小雨,26.0,21.0,23.5,5.0,2.0,0.0,0,0.0,2,9,89
2020-09-16,小雨,28.0,23.0,25.5,5.0,2.0,0.0,0,0.0,3,9,53
2020-09-17,小到中雨,27.0,20.0,23.5,7.0,4.0,0.0,0,0.0,4,9,95
2020-09-18,小雨,22.0,18.0,20.0,4.0,2.0,0.0,0,0.0,5,9,68
2020-09-19,中到大雨,21.0,19.0,20.0,2.0,2.0,0.0,1,0.0,6,9,62
2020-09-20,阴,25.0,18.0,21.5,7.0,2.0,0.0,1,0.0,7,9,106
2020-09-21,阴,26.0,19.0,22.5,7.0,2.0,0.0,0,0.0,1,9,57
2020-09-22,阴,26.0,19.0,22.5,7.0,2.0,0.0,0,0.0,2,9,50
2020-09-23,小雨,23.0,20.0,21.5,3.0,4.0,0.0,0,0.0,3,9,46
2020-09-24,小雨,26.0,19.0,22.5,7.0,4.0,0.0,0,0.0,4,9,52
2020-09-25,小雨,25.0,19.0,22.0,6.0,4.0,0.0,0,0.0,5,9,92
2020-09-26,小雨,26.0,19.0,22.5,7.0,4.0,0.0,1,0.0,6,9,91
2020-09-27,小雨,25.0,18.0,21.5,7.0,2.0,0.0,1,0.0,7,9,59
2020-09-28,多云,26.0,16.0,21.0,10.0,2.0,0.0,0,0.0,1,9,156
2020-09-29,多云,26.0,18.0,22.0,8.0,4.0,0.0,0,0.0,2,9,107
2020-09-30,小雨,26.0,18.0,22.0,8.0,4.0,0.0,0,0.0,3,9,173
2020-10-01,多云,27.0,17.0,22.0,10.0,2.0,1.0,0,0.0,4,10,162
2020-10-02,晴,29.0,18.0,23.5,11.0,4.0,1.0,0,0.0,5,10,242
2020-10-03,多云,29.0,22.0,25.5,7.0,4.0,1.0,1,0.0,6,10,106
2020-10-04,小雨,24.0,19.0,21.5,5.0,5.0,1.0,1,0.0,7,10,42
2020-10-05,阴,23.0,18.0,20.5,5.0,5.0,1.0,0,0.0,1,10,78
2020-10-06,阴,23.0,17.0,20.0,6.0,4.0,1.0,0,0.0,2,10,80
2020-10-07,阴,24.0,18.0,21.0,6.0,4.0,1.0,0,0.0,3,10,66
2020-10-08,阴,24.0,19.0,21.5,5.0,5.0,1.0,0,1.0,4,10,209
2020-10-09,多云,24.0,16.0,20.0,8.0,4.0,0.0,0,0.0,5,10,39
2020-10-10,多云,24.0,15.0,19.5,9.0,4.0,0.0,1,0.0,6,10,71
2020-10-11,多云,25.0,15.0,20.0,10.0,2.0,0.0,1,0.0,7,10,92
2020-10-12,多云,26.0,16.0,21.0,10.0,2.0,0.0,0,0.0,1,10,94
2020-10-13,小雨,24.0,16.0,20.0,8.0,2.0,0.0,0,0.0,2,10,62
2020-10-14,多云,25.0,17.0,21.0,8.0,4.0,0.0,0,0.0,3,10,66
2020-10-15,阴,25.0,18.0,21.5,7.0,4.0,0.0,0,0.0,4,10,91
2020-10-16,小雨,21.0,14.0,17.5,7.0,4.0,0.0,0,0.0,5,10,46
2020-10-17,小雨,21.0,15.0,18.0,6.0,4.0,0.0,1,0.0,6,10,83
2020-10-18,小雨,23.0,16.0,19.5,7.0,4.0,0.0,1,0.0,7,10,91
2020-10-19,阴,22.0,15.0,18.5,7.0,2.0,0.0,0,0.0,1,10,42
2020-10-20,多云,23.0,16.0,19.5,7.0,4.0,0.0,0,0.0,2,10,81
2020-10-21,小雨,20.0,16.0,18.0,4.0,4.0,0.0,0,0.0,3,10,97
2020-10-22,小雨,20.0,14.0,17.0,6.0,5.0,0.0,0,0.0,4,10,40
2020-10-23,晴,20.0,11.0,15.5,9.0,4.0,0.0,0,0.0,5,10,64
2020-10-24,多云,20.0,11.0,15.5,9.0,2.0,0.0,1,0.0,6,10,98
2020-10-25,多云,22.0,11.0,16.5,11.0,2.0,0.0,1,0.0,7,10,64
2020-10-26,多云,24.0,13.0,18.5,11.0,2.0,0.0,0,0.0,1,10,87
2020-10-27,多云,23.0,15.0,19.0,8.0,2.0,0.0,0,0.0,2,10,54
2020-10-28,多云,23.0,16.0,19.5,7.0,4.0,0.0,0,0.0,3,10,83
2020-10-29,多云,24.0,14.0,19.0,10.0,4.0,0.0,0,0.0,4,10,131
2020-10-30,多云,22.0,13.0,17.5,9.0,2.0,0.0,0,0.0,5,10,50
2020-10-31,多云,23.0,12.0,17.5,11.0,2.0,0.0,1,0.0,6,10,78
2020-11-01,阴,22.0,17.0,19.5,5.0,2.0,0.0,1,0.0,7,11,83
2020-11-02,小雨,21.0,12.0,16.5,9.0,4.0,0.0,0,0.0,1,11,48
2020-11-03,多云,19.0,13.0,16.0,6.0,5.0,0.0,0,0.0,2,11,60
2020-11-04,多云,18.0,13.0,15.5,5.0,2.0,0.0,0,0.0,3,11,67
2020-11-05,阴,21.0,13.0,17.0,8.0,2.0,0.0,0,0.0,4,11,49
2020-11-06,晴,25.0,14.0,19.5,11.0,4.0,0.0,0,0.0,5,11,166
2020-11-07,多云,25.0,14.0,19.5,11.0,4.0,0.0,1,0.0,6,11,72
2020-11-08,晴,22.0,12.0,17.0,10.0,4.0,0.0,1,1.0,7,11,196
2020-11-09,晴,18.0,9.0,13.5,9.0,4.0,0.0,0,0.0,1,11,64
2020-11-10,晴,21.0,9.0,15.0,12.0,4.0,0.0,0,0.0,2,11,132
2020-11-11,多云,19.0,10.0,14.5,9.0,4.0,0.0,0,0.0,3,11,83
2020-11-12,多云,22.0,12.0,17.0,10.0,2.0,0.0,0,0.0,4,11,51
2020-11-13,多云,21.0,12.0,16.5,9.0,4.0,0.0,0,0.0,5,11,44
2020-11-14,多云,22.0,12.0,17.0,10.0,2.0,0.0,1,0.0,6,11,56
2020-11-15,多云,23.0,13.0,18.0,10.0,2.0,0.0,1,0.0,7,11,57
2020-11-16,小雨,23.0,17.0,20.0,6.0,4.0,0.0,0,0.0,1,11,49
2020-11-17,多云,27.0,17.0,22.0,10.0,5.0,0.0,0,0.0,2,11,40
2020-11-18,晴,28.0,20.0,24.0,8.0,5.0,0.0,0,0.0,3,11,78
2020-11-19,小雨,29.0,17.0,23.0,12.0,4.0,0.0,0,0.0,4,11,96
2020-11-20,小雨,19.0,14.0,16.5,5.0,4.0,0.0,0,0.0,5,11,38
2020-11-21,阴,19.0,14.0,16.5,5.0,2.0,0.0,1,0.0,6,11,59
2020-11-22,小雨,17.0,13.0,15.0,4.0,5.0,0.0,1,0.0,7,11,70
2020-11-23,小雨,14.0,11.0,12.5,3.0,2.0,0.0,0,0.0,1,11,43
2020-11-24,小雨,14.0,11.0,12.5,3.0,2.0,0.0,0,0.0,2,11,30
2020-11-25,小雨,15.0,12.0,13.5,3.0,4.0,0.0,0,0.0,3,11,61
2020-11-26,小雨,16.0,11.0,13.5,5.0,4.0,0.0,0,0.0,4,11,57
2020-11-27,小雨,14.0,10.0,12.0,4.0,5.0,0.0,0,0.0,5,11,44
2020-11-28,阴,12.0,8.0,10.0,4.0,4.0,0.0,1,0.0,6,11,57
2020-11-29,阴,12.0,7.0,9.5,5.0,4.0,0.0,1,0.0,7,11,72
2020-11-30,阴,13.0,9.0,11.0,4.0,4.0,0.0,0,0.0,1,11,61
2020-12-01,小雨,13.0,8.0,10.5,5.0,4.0,0.0,0,0.0,2,12,150
2020-12-02,阴,13.0,7.0,10.0,6.0,5.0,0.0,0,0.0,3,12,67
2020-12-03,阴,11.0,6.0,8.5,5.0,5.0,0.0,0,0.0,4,12,89
2020-12-04,多云,11.0,6.0,8.5,5.0,4.0,0.0,0,0.0,5,12,43
2020-12-05,多云,12.0,6.0,9.0,6.0,4.0,0.0,1,0.0,6,12,54
2020-12-06,多云,15.0,8.0,11.5,7.0,4.0,0.0,1,0.0,7,12,97
2020-12-07,阴,15.0,10.0,12.5,5.0,4.0,0.0,0,0.0,1,12,57
2020-12-08,阴,13.0,7.0,10.0,6.0,5.0,0.0,0,1.0,2,12,241
2020-12-09,阴,14.0,8.0,11.0,6.0,2.0,0.0,0,0.0,3,12,54
2020-12-10,多云,15.0,10.0,12.5,5.0,2.0,0.0,0,0.0,4,12,46
2020-12-11,小雨,13.0,7.0,10.0,6.0,4.0,0.0,0,0.0,5,12,51
2020-12-12,晴,14.0,4.0,9.0,10.0,4.0,0.0,1,0.0,6,12,41
2020-12-13,多云,15.0,4.0,9.5,11.0,6.0,0.0,1,0.0,7,12,58
2020-12-14,阴,5.0,3.0,4.0,2.0,5.0,0.0,0,0.0,1,12,24
2020-12-15,多云,6.0,2.0,4.0,4.0,4.0,0.0,0,0.0,2,12,27
2020-12-16,多云,7.0,3.0,5.0,4.0,4.0,0.0,0,0.0,3,12,114
2020-12-17,小雨,9.0,4.0,6.5,5.0,2.0,0.0,0,0.0,4,12,50
2020-12-18,小雨,7.0,5.0,6.0,2.0,4.0,0.0,0,0.0,5,12,26
2020-12-19,阴,9.0,3.0,6.0,6.0,5.0,0.0,1,0.0,6,12,73
2020-12-20,多云,9.0,1.0,5.0,8.0,4.0,0.0,1,0.0,7,12,72
2020-12-21,多云,11.0,0.0,5.5,11.0,4.0,0.0,0,0.0,1,12,135
2020-12-22,晴,13.0,1.0,7.0,12.0,2.0,0.0,0,0.0,2,12,45
2020-12-23,小雨,11.0,6.0,8.5,5.0,2.0,0.0,0,0.0,3,12,47
2020-12-24,晴,13.0,1.0,7.0,12.0,2.0,0.0,0,0.0,4,12,58
2020-12-25,晴,12.0,4.0,8.0,8.0,2.0,0.0,0,0.0,5,12,52
2020-12-26,阴,15.0,9.0,12.0,6.0,4.0,0.0,1,0.0,6,12,51
2020-12-27,阴,15.0,5.0,10.0,10.0,2.0,0.0,1,0.0,7,12,61
2020-12-28,多云,16.0,8.0,12.0,8.0,2.0,0.0,0,0.0,1,12,41
2020-12-29,小雨,18.0,0.0,9.0,18.0,7.0,0.0,0,0.0,2,12,56
2020-12-30,晴,0.0,-4.0,-2.0,4.0,7.0,0.0,0,0.0,3,12,236
2020-12-31,晴,1.0,-5.0,-2.0,6.0,5.0,0.0,0,0.0,4,12,90
2021-01-01,晴,6.0,-4.0,1.0,10.0,2.0,1.0,0,0.0,5,1,64
2021-01-02,晴,8.0,0.0,4.0,8.0,4.0,1.0,1,0.0,6,1,53
2021-01-03,阴,11.0,3.0,7.0,8.0,4.0,1.0,1,0.0,7,1,73
2021-01-04,阴,14.0,4.0,9.0,10.0,2.0,0.0,0,0.0,1,1,56
2021-01-05,小雨,11.0,2.0,6.5,9.0,5.0,0.0,0,0.0,2,1,49
2021-01-06,阴,7.0,-2.0,2.5,9.0,5.0,0.0,0,0.0,3,1,42
2021-01-07,阴,0.0,-5.0,-2.5,5.0,6.0,0.0,0,0.0,4,1,31
2021-01-08,晴,0.0,-4.0,-2.0,4.0,6.0,0.0,0,1.0,5,1,150
2021-01-09,多云,3.0,-4.0,-0.5,7.0,4.0,0.0,1,0.0,6,1,101
2021-01-10,多云,6.0,-1.0,2.5,7.0,2.0,0.0,1,0.0,7,1,60
2021-01-11,晴,7.0,-2.0,2.5,9.0,5.0,0.0,0,0.0,1,1,54
2021-01-12,晴,9.0,0.0,4.5,9.0,4.0,0.0,0,0.0,2,1,58
2021-01-13,晴,16.0,1.0,8.5,15.0,2.0,0.0,0,0.0,3,1,67
2021-01-14,晴,17.0,3.0,10.0,14.0,4.0,0.0,0,0.0,4,1,52
2021-01-15,晴,19.0,4.0,11.5,15.0,4.0,0.0,0,0.0,5,1,67
2021-01-16,阴,7.0,2.0,4.5,5.0,5.0,0.0,1,0.0,6,1,93
2021-01-17,晴,5.0,-2.0,1.5,7.0,4.0,0.0,1,0.0,7,1,123
2021-01-18,晴,12.0,-1.0,5.5,13.0,4.0,0.0,0,0.0,1,1,78
2021-01-19,晴,12.0,2.0,7.0,10.0,2.0,0.0,0,0.0,2,1,91
2021-01-20,小雨,15.0,6.0,10.5,9.0,2.0,0.0,0,0.0,3,1,74
2021-01-21,小雨,19.0,11.0,15.0,8.0,2.0,0.0,0,0.0,4,1,65
2021-01-22,小雨,11.0,8.0,9.5,3.0,2.0,0.0,0,0.0,5,1,30
2021-01-23,小雨,10.0,5.0,7.5,5.0,2.0,0.0,1,0.0,6,1,106
